D_WEEK_SEQ1,"ROUND(SUN_SALES1/SUN_SALES2,2)","ROUND(MON_SALES1/MON_SALES2,2)","ROUND(TUE_SALES1/TUE_SALES2,2)","ROUND(WED_SALES1/WED_SALES2,2)","ROUND(THU_SALES1/THU_SALES2,2)","ROUND(FRI_SALES1/FRI_SALES2,2)","ROUND(SAT_SALES1/SAT_SALES2,2)"
5227,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5227,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5227,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5227,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5227,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5227,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5227,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5227,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5227,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5227,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5227,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5227,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5227,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5227,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5227,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5227,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5227,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5227,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5227,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5227,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5227,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5227,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5227,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5228,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5229,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5230,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5231,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5232,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5233,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5234,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5235,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5236,1.00,1.00,1.00,1.00,1.00,1.00,1.00
